time	II_f	II_l	mIIa_f	mIIa_l	V_f	V_l	Va_f	Va_l	VII_f	VII_l	VIIa_f	VIIa_l	X_f	X_l	Xa_f	Xa_l	APC_f	APC_l	PS_f	PS_l	Vai_f	Vai_l	PC_f	PC_l	TF_l	TF_VIIa_l	TF_VII_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VII_Xa_l	Xa_Va_l	V_Xa_l	IIa_f	V_IIa_l	Xa_Va_II_l	Xa_Va_mIIa_l	APC_PS_l	TFPI_f	AT_f	IIa_AT_f	TFPI_Xa_l	TFPI_Xa_TF_VIIa_l	APC_PS_Va_l	Xa_AT_f	VII_Xa_l	V_mIIa_l	TM_l	IIa_TM_l	IIa_TM_PC_l	mIIa_AT_l	LIPID	alpha2M_l	alpha2M_IIa_l	alpha2M_Xa_l	nnamed: 5
1.28	336.499	838.0010000000001	1.63399e-15	1.26583e-13	0.00866783	1.7413299999999998	1.44155e-10	3.12947e-08	0.168363	7.43082	0.000765148	0.0981608	35.0776	107.772	9.78343e-06	5.71325e-05	9.71635e-18	1.0642700000000001e-16	0.791003	115.209	2.1001099999999997e-30	6.00755e-28	18.6821	47.3179	0.016313499999999998	0.000707148	0.000810673	0.00021979	0.000148866	3.68507e-11	1.40726e-13	2.63937e-06	2.6027499999999996e-14	3.0195500000000004e-16	9.86768e-14	1.46477e-14	1.18476e-16	12.3	4721	1.0179200000000002e-16	6.24387e-07	9.53408e-13	2.28196e-26	3.4453e-08	3.41877e-07	1.38847e-15	1	2.40845e-15	6.1468e-16	6.17336e-18	58242.8	364	2.87278e-18	1.61694e-09	
1.32	336.32599999999996	838.174	2.2065000000000003e-15	1.6966400000000002e-13	0.00867051	1.7413299999999998	1.6675700000000003e-10	3.60653e-08	0.168413	7.43075	0.000765139	0.09812919999999999	35.0946	107.755	1.0654500000000001e-05	6.19485e-05	1.39535e-17	1.5148700000000002e-16	0.791247	115.209	3.85105e-30	1.08921e-27	18.686	47.31399999999999	0.0162577	0.0007257999999999999	0.0008347119999999999	0.00022569700000000002	0.000156131	4.12062e-11	1.81383e-13	2.93769e-06	3.4763499999999996e-14	4.1086999999999996e-16	1.2745e-13	1.8968099999999998e-14	1.7446e-16	12.3	4721	1.40757e-16	7.04794e-07	1.14372e-12	3.9944800000000003e-26	3.88899e-08	3.7113199999999996e-07	1.8939e-15	1	3.3149700000000003e-15	8.597870000000001e-16	8.63378e-18	58227.6	364	3.97245e-18	1.82518e-09	
1.36	336.184	838.316	2.94908e-15	2.25178e-13	0.00867272	1.74132	1.9193400000000004e-10	4.1364700000000004e-08	0.168455	7.430680000000001	0.0007650889999999999	0.09809780000000001	35.1088	107.741	1.15675e-05	6.69842e-05	1.9783199999999998e-17	2.1299099999999998e-16	0.791449	115.209	6.915830000000001e-30	1.9351899999999998e-27	18.6893	47.3107	0.016202	0.0007443080000000001	0.0008586619999999999	0.00023156200000000002	0.00016345700000000002	4.59016e-11	2.3180700000000003e-13	3.25744e-06	4.59769e-14	5.531190000000001e-16	1.63195e-13	2.4347400000000003e-14	2.53486e-16	12.3	4721	1.9253e-16	7.92223e-07	1.36362e-12	6.85914e-26	4.37143e-08	4.01743e-07	2.5558900000000002e-15	1	4.51382e-15	1.18884e-15	1.1938199999999999e-17	58215.1	364	5.433580000000001e-18	2.05159e-09	
1.4	336.066	838.434	3.9037199999999995e-15	2.96107e-13	0.00867455	1.74132	2.19871e-10	4.72302e-08	0.168489	7.430630000000001	0.000765007	0.0980665	35.1205	107.729	1.25228e-05	7.22407e-05	2.7714e-17	2.9603599999999996e-16	0.791615	115.208	1.2178900000000001e-29	3.37351e-27	18.692	47.308	0.0161466	0.000762678	0.000882525	0.000237387	0.00017084	5.09498e-11	2.9389e-13	3.59923e-06	6.024830000000001e-14	7.371850000000001e-16	2.0727399999999997e-13	3.0994799999999996e-14	3.6372199999999996e-16	12.3	4721	2.6067e-16	8.87003e-07	1.61648e-12	1.1567899999999998e-25	4.8944400000000006e-08	4.3371899999999997e-07	3.41492e-15	1	6.08447e-15	1.6261399999999998e-15	1.63321e-17	58204.8	364	7.35662e-18	2.29705e-09	
1.44	335.969	838.5310000000001	5.1207799999999996e-15	3.86012e-13	0.00867606	1.74132	2.5076100000000003e-10	5.37e-08	0.168517	7.4305699999999995	0.000764897	0.0980355	35.1302	107.719	1.3520499999999999e-05	7.771899999999999e-05	3.83897e-17	4.07036e-16	0.7917529999999999	115.208	2.10564e-29	5.77675e-27	18.6942	47.3058	0.0160913	0.000780914	0.0009063010000000001	0.00024317099999999998	0.000178275	5.63636e-11	3.69807e-13	3.9636699999999994e-06	7.826739999999999e-14	9.73287e-16	2.6125500000000003e-13	3.91517e-14	5.15792e-16	12.3	4721	3.49554e-16	9.89469e-07	1.90592e-12	1.9181600000000003e-25	5.4598500000000004e-08	4.67066e-07	4.51999e-15	1	8.12414e-15	2.2018e-15	2.2120700000000003e-17	58196.3	364	9.86508e-18	2.56241e-09	
1.48	335.88800000000003	838.612	6.660290000000001e-15	4.991140000000001e-13	0.00867731	1.74132	2.84801e-10	6.08133e-08	0.168541	7.43053	0.0007647660000000001	0.09800460000000001	35.1383	107.711	1.45608e-05	8.34198e-05	5.2618500000000004e-17	5.53992e-16	0.791866	115.208	3.57807e-29	9.727100000000002e-27	18.695999999999998	47.303999999999995	0.0160363	0.00079902	0.00092999	0.00024891700000000003	0.00018575700000000002	6.21557e-11	4.62049e-13	4.351359999999999e-06	1.00848e-13	1.2736599999999999e-15	3.26932e-13	4.9094699999999995e-14	7.23386e-16	12.3	4721	4.64525e-16	1.09995e-06	2.2358e-12	3.1303700000000004e-25	6.06953e-08	5.01789e-07	5.92995e-15	1	1.0751e-14	2.95287e-15	2.9679899999999996e-17	58189.2	364	1.31098e-17	2.8485399999999998e-09	
1.52	335.82199999999995	838.678	8.593349999999999e-15	6.40395e-13	0.00867833	1.74132	3.22193e-10	6.861049999999999e-08	0.16856	7.43048	0.0007646160000000001	0.0979738	35.145	107.704	1.5644e-05	8.934399999999999e-05	7.14066e-17	7.46815e-16	0.79196	115.208	5.98177e-29	1.6121100000000004e-26	18.6976	47.3024	0.0159815	0.0008169989999999999	0.000953592	0.000254624	0.00019328299999999999	6.83387e-11	5.73445e-13	4.76287e-06	1.28945e-13	1.65285e-15	4.06351e-13	6.11393e-14	1.004e-15	12.3	4721	6.12066e-16	1.2187999999999999e-06	2.61026e-12	5.032449999999999e-25	6.72532e-08	5.37893e-07	7.71512e-15	1	1.4107800000000001e-14	3.92461e-15	3.9470300000000005e-17	58183.4	364	1.72737e-17	3.15632e-09	
1.56	335.767	838.7330000000001	1.10037e-14	8.15698e-13	0.00867918	1.74132	3.6314400000000003e-10	7.71328e-08	0.168575	7.430439999999999	0.000764452	0.09794320000000001	35.1506	107.699	1.67701e-05	9.54921e-05	9.599790000000002e-17	9.97687e-16	0.792038	115.208	9.847459999999999e-29	2.6320999999999995e-26	18.6988	47.3012	0.0159269	0.000834856	0.000977108	0.000260294	0.000200848	7.4925e-11	7.07205e-13	5.19874e-06	1.63674e-13	2.12807e-15	5.0183e-13	7.56438e-14	1.37981e-15	12.3	4721	7.99994e-16	1.34633e-06	3.03369e-12	7.97626e-25	7.42908e-08	5.75381e-07	9.95895e-15	1	1.83656e-14	5.1718999999999995e-15	5.2052e-17	58178.6	364	2.2577399999999998e-17	3.48661e-09	
1.6	335.721	838.779	1.3989600000000002e-14	1.03184e-12	0.00867989	1.74131	4.0786800000000004e-10	8.64223e-08	0.16858800000000002	7.43041	0.000764276	0.09791280000000001	35.1552	107.694	1.79393e-05	0.000101865	1.27919e-16	1.3214900000000001e-15	0.7921020000000001	115.208	1.5977e-28	4.236980000000001e-26	18.6998	47.3002	0.015872499999999998	0.000852593	0.00100054	0.000265928	0.000208449	8.19271e-11	8.66951e-13	5.6595100000000005e-06	2.06329e-13	2.71954e-15	6.15988e-13	9.301360000000001e-14	1.8787099999999997e-15	12.3	4721	1.03768e-15	1.4829e-06	3.5107900000000002e-12	1.24735e-24	8.182700000000001e-08	6.14258e-07	1.2759999999999999e-14	1	2.3728900000000003e-14	6.760939999999999e-15	6.81022e-17	58174.6	364	2.92852e-17	3.84029e-09	
1.64	335.684	838.816	1.76653e-14	1.29676e-12	0.00868047	1.74131	4.5658199999999995e-10	9.652200000000001e-08	0.168599	7.43037	0.00076409	0.09788250000000001	35.159	107.69	1.9151800000000002e-05	0.000108462	1.6903099999999998e-16	1.7362700000000001e-15	0.792155	115.208	2.5567099999999996e-28	6.729439999999999e-26	18.7007	47.2993	0.0158183	0.0008702139999999999	0.00102388	0.000271525	0.000216082	8.935700000000002e-11	1.05675e-12	6.1457e-06	2.5840599999999997e-13	3.4509099999999995e-15	7.51773e-13	1.13705e-13	2.53553e-15	12.3	4721	1.33628e-15	1.6288399999999998e-06	4.04654e-12	1.9259800000000002e-24	8.98804e-08	6.54525e-07	1.62339e-14	1	3.0440199999999996e-14	8.77104e-15	8.84351e-17	58171.4	364	3.77123e-17	4.21825e-09	
1.68	335.653	838.847	2.21638e-14	1.6196e-12	0.00868095	1.74131	5.095069999999999e-10	1.07476e-07	0.168607	7.430339999999999	0.0007638969999999999	0.09785239999999999	35.1622	107.68700000000001	2.04076e-05	0.000115284	2.2158799999999998e-16	2.26381e-15	0.792199	115.208	4.0382099999999997e-28	1.0552899999999999e-25	18.7014	47.2986	0.0157643	0.000887723	0.00104714	0.000277088	0.000223745	9.72268e-11	1.28116e-12	6.657810000000001e-06	3.21628e-13	4.34969e-15	9.12484e-13	1.3823e-13	3.3935000000000004e-15	12.3	4721	1.7090399999999999e-15	1.7844999999999998e-06	4.6462e-12	2.93818e-24	9.846969999999999e-08	6.96185e-07	2.05158e-14	1	3.87856e-14	1.1296799999999998e-14	1.14024e-16	58168.6	364	4.8232299999999996e-17	4.621369999999999e-09	
1.72	335.62699999999995	838.873	2.76384e-14	2.0109299999999998e-12	0.00868134	1.74131	5.66869e-10	1.19329e-07	0.168614	7.43031	0.0007636969999999999	0.09782239999999999	35.1648	107.685	2.17067e-05	0.000122332	2.88307e-16	2.9302199999999997e-15	0.792235	115.208	6.29949e-28	1.63496e-25	18.702	47.298	0.0157105	0.000905121	0.00107032	0.000282617	0.000231432	1.05548e-10	1.5452700000000001e-12	7.1963e-06	3.97966e-13	5.44776e-15	1.1018100000000001e-12	1.67161e-13	4.50587e-15	12.3	4721	2.17157e-15	1.95021e-06	5.31535e-12	4.43125e-24	1.07614e-07	7.39238e-07	2.5762999999999998e-14	1	4.91015e-14	1.44502e-14	1.4602700000000003e-16	58166.4	364	6.12859e-17	5.050520000000001e-09	
1.76	335.606	838.8939999999999	3.42656e-14	2.48283e-12	0.00868167	1.74131	6.28899e-10	1.32126e-07	0.16862	7.430280000000001	0.000763492	0.09779260000000001	35.167	107.682	2.30493e-05	0.000129604	3.7244e-16	3.76665e-15	0.792265	115.208	9.71175e-28	2.5040800000000005e-25	18.7025	47.2975	0.015656899999999998	0.0009224130000000001	0.00109341	0.000288112	0.00023914299999999998	1.1433300000000001e-10	1.85473e-12	7.76163e-06	4.89672e-13	6.781829999999999e-15	1.32385e-12	2.0113499999999998e-13	5.9379e-15	12.3	4721	2.74222e-15	2.1263099999999997e-06	6.05989e-12	6.61061e-24	1.17332e-07	7.83686e-07	3.21573e-14	1	6.178110000000001e-14	1.8363499999999998e-14	1.85814e-16	58164.6	364	7.739060000000001e-17	5.5066e-09	
1.8	335.588	838.9119999999999	4.22477e-14	3.04913e-12	0.00868193	1.74131	6.95832e-10	1.45914e-07	0.168625	7.43025	0.000763283	0.09776289999999999	35.1688	107.681	2.4435300000000003e-05	0.000137102	4.77862e-16	4.81008e-15	0.7922899999999999	115.208	1.48051e-27	3.7933999999999995e-25	18.7029	47.2971	0.0156035	0.0009396000000000001	0.00111642	0.000293574	0.000246873	1.23594e-10	2.21581e-12	8.354260000000001e-06	5.99303e-13	8.39408e-15	1.58316e-12	2.40861e-13	7.769039999999999e-15	12.3	4721	3.4424100000000003e-15	2.31315e-06	6.8860100000000005e-12	9.760019999999999e-24	1.27642e-07	8.29529e-07	3.9908499999999996e-14	1	7.72823e-14	2.3192e-14	2.34999e-16	58163.0	364	9.715139999999999e-17	5.990489999999999e-09	
1.84	335.574	838.926	5.1815499999999996e-14	3.72556e-12	0.00868216	1.74131	7.679049999999999e-10	1.6074000000000002e-07	0.168628	7.430219999999999	0.000763072	0.0977334	35.1703	107.679	2.5864899999999997e-05	0.000144826	6.09166e-16	6.104140000000001e-15	0.7923100000000001	115.208	2.23294e-27	5.68688e-25	18.7032	47.2968	0.015550399999999999	0.000956685	0.00113934	0.000299004	0.00025462099999999996	1.3334e-10	2.63543e-12	8.9746e-06	7.29754e-13	1.0332700000000002e-14	1.8847700000000003e-12	2.87121e-13	1.0095600000000001e-14	12.3	4721	4.29709e-15	2.51107e-06	7.800260000000001e-12	1.4267999999999997e-23	1.38564e-07	8.76767e-07	4.92573e-14	1	9.61357e-14	2.91169e-14	2.95476e-16	58161.8	364	1.21272e-16	6.50308e-09	
1.88	335.56199999999995	838.938	6.32314e-14	4.52995e-12	0.00868234	1.74131	8.453610000000002e-10	1.7665199999999999e-07	0.168631	7.4302	0.000762858	0.097704	35.1715	107.678	2.73379e-05	0.000152774	7.717689999999999e-16	7.70016e-15	0.792327	115.208	3.33355e-27	8.44092e-25	18.7035	47.2965	0.0154974	0.00097367	0.00116218	0.000304402	0.000262383	1.4358500000000003e-10	3.12124e-12	9.62304e-06	8.842930000000001e-13	1.2652500000000001e-14	2.23423e-12	3.40781e-13	1.30334e-14	12.3	4721	5.3351999999999996e-15	2.72041e-06	8.809510000000001e-12	2.0662299999999998e-23	1.50117e-07	9.25399e-07	6.04791e-14	1	1.18954e-13	3.6349400000000005e-14	3.69454e-16	58160.7	364	1.5057e-16	7.04525e-09	
1.92	335.55199999999996	838.948	7.67927e-14	5.48246e-12	0.00868249	1.74131	9.28446e-10	1.9369700000000002e-07	0.16863399999999998	7.4301699999999995	0.000762642	0.09767469999999999	35.1725	107.677	2.88543e-05	0.000160948	9.72034e-16	9.65818e-15	0.792341	115.208	4.92837e-27	1.2409999999999998e-24	18.7037	47.2963	0.0154446	0.000990558	0.00118493	0.00030977	0.000270158	1.54339e-10	3.68161e-12	1.0300000000000001e-05	1.0666e-12	1.54159e-14	2.63764e-12	4.02793e-13	1.67217e-14	12.3	4721	6.59011e-15	2.94152e-06	9.92098e-12	2.9653799999999997e-23	1.6231799999999998e-07	9.75424e-07	7.388739999999999e-14	1	1.46443e-13	4.51339e-14	4.59506e-16	58159.9	364	1.85986e-16	7.61788e-09	
1.96	335.54400000000004	838.956	9.28355e-14	6.6058e-12	0.00868261	1.74131	1.01741e-09	2.11926e-07	0.16863599999999998	7.43015	0.000762425	0.0976457	35.1733	107.676	3.04142e-05	0.000169346	1.2174000000000002e-15	1.2048200000000002e-14	0.7923520000000001	115.208	7.21858e-27	1.8079900000000003e-24	18.7039	47.2961	0.015392	0.00100735	0.0012075999999999999	0.000315108	0.000277942	1.6561199999999998e-10	4.32574e-12	1.1005799999999999e-05	1.28078e-12	1.8693e-14	3.1017e-12	4.74199e-13	2.13263e-14	12.3	4721	8.10024e-15	3.1747300000000003e-06	1.11422e-11	4.2192700000000005e-23	1.75188e-07	1.02684e-06	8.983839999999998e-14	1	1.79409e-13	5.5752699999999996e-14	5.68611e-16	58159.1	364	2.2860400000000003e-16	8.22187e-09	
2.0	335.537	838.9630000000001	1.11738e-13	7.92547e-12	0.00868271	1.74131	1.1125e-09	2.31388e-07	0.16863699999999998	7.43012	0.000762208	0.09761669999999999	35.174	107.675	3.20175e-05	0.000177968	1.51652e-15	1.4951400000000002e-14	0.792362	115.208	1.0479200000000002e-26	2.6111900000000002e-24	18.704	47.29600000000001	0.015339600000000002	0.00102405	0.00123019	0.00032041599999999996	0.000285735	1.7741599999999998e-10	5.0636800000000005e-12	1.17408e-05	1.53145e-12	2.25634e-14	3.63371e-12	5.56144e-13	2.70444e-14	12.3	4721	9.90963e-15	3.42039e-06	1.24811e-11	5.95404e-23	1.88744e-07	1.0796500000000001e-06	1.0873499999999999e-13	1	2.1877600000000002e-13	6.85303e-14	7.002089999999999e-16	58158.5	364	2.7966900000000005e-16	8.8581e-09	
